,model,seed,epoch,0,1
27,perturb,9999,27,7.161481616738988,21.277995528858796
28,perturb,9999,28,7.1075505510151125,21.338700967712466
29,perturb,9999,29,7.0832334822480165,21.39297345296158
30,perturb,9999,30,7.0424967140479175,21.45330618318026
31,perturb,9999,31,7.070096940358612,21.485205291741376
32,perturb,9999,32,7.158287204246586,21.486828887801956
33,perturb,9999,33,7.029153973955001,21.57649209098176
34,perturb,9999,34,7.0295416284260295,21.613419270177328
35,perturb,9999,35,7.135858781651014,21.600207309034953
36,perturb,9999,36,7.065613176923136,21.661195952913715
37,perturb,9999,37,7.124993575940293,21.66122767679631
38,perturb,9999,38,7.054595856320025,21.722436338979037
39,perturb,9999,39,7.035583569375221,21.761142111103563
40,perturb,9999,40,7.050658778421986,21.785873373398577
0,backprop,42,0,3.5133185177593984,11.691550691139216
1,backprop,42,1,12.308643688691243,-0.613335828863499
2,backprop,42,2,15.679631240159708,-4.312292300426359
3,backprop,42,3,19.422580876635465,-7.842648811127843
4,backprop,42,4,22.96226802459479,-10.814909681167633
5,backprop,42,5,26.456601990489418,-12.872527401710405
6,backprop,42,6,29.240452694462224,-14.267888708430398
7,backprop,42,7,31.5687456892647,-15.45945593530442
8,backprop,42,8,33.63587099650238,-16.477244782447116
9,backprop,42,9,35.509432232083405,-17.33281312744273
10,backprop,42,10,37.23056433408236,-18.07985317238055
11,backprop,42,11,38.810859957733655,-18.771647330847955
12,backprop,42,12,40.270960289129896,-19.433546105534898
13,backprop,42,13,41.629894716053464,-20.07621464862789
14,backprop,42,14,42.921982606561954,-20.701015583964487
15,backprop,42,15,44.14640642210276,-21.307388136765564
16,backprop,42,16,45.279317660942716,-21.897851643384833
17,backprop,42,17,46.33769974578194,-22.49325097706247
18,backprop,42,18,48.19325673863616,-22.652686052196074
19,backprop,42,19,49.96614343065634,-23.16669942469363
20,backprop,42,20,51.47704161511517,-23.776042063825148
21,backprop,42,21,52.827449566857325,-24.356442729665247
22,backprop,42,22,54.04279312034349,-24.924046168520157
23,backprop,42,23,55.16382514310787,-25.480763522035105
24,backprop,42,24,56.20336144477699,-26.020094860563237
25,backprop,42,25,57.1749734152847,-26.5369674227651
26,backprop,42,26,58.08634352401062,-27.03577407447339
27,backprop,42,27,58.94254850592531,-27.532997639813964
28,backprop,42,28,59.75694410519597,-28.018638594528294
29,backprop,42,29,60.53297322922652,-28.495054553893823
30,backprop,42,30,61.27822898902608,-28.95514756979718
31,backprop,42,31,61.98322293003018,-29.41181737609127
32,backprop,42,32,62.647068099482716,-29.867163088387763
33,backprop,42,33,63.28930739065211,-30.297054464855435
34,backprop,42,34,63.892994685611654,-30.743701955171627
35,backprop,42,35,64.4772139445761,-31.168403882672106
36,backprop,42,36,65.03317177861254,-31.577992100781955
37,backprop,42,37,65.5710242955026,-31.953795748720857
38,backprop,42,38,66.08326526278302,-32.32472927846625
39,backprop,42,39,66.53506429850624,-32.75679723509365
40,backprop,42,40,66.98847788390134,-33.13392693095124
0,node_perturb,42,0,3.513318517760727,11.69155069113755
1,node_perturb,42,1,2.739479703168306,10.633000735251716
2,node_perturb,42,2,2.2751335167160653,10.65788123935891
3,node_perturb,42,3,1.846855707389315,10.755613886146106
4,node_perturb,42,4,1.4496620456737923,10.866827095230887
5,node_perturb,42,5,1.04963776953434,10.987322789274295
6,node_perturb,42,6,0.6438388475356014,11.068289886240505
7,node_perturb,42,7,0.25620406566832626,11.165815306526587
8,node_perturb,42,8,-0.12782942452924695,11.28549165651667
9,node_perturb,42,9,-0.5021053536709975,11.476685427821504
10,node_perturb,42,10,-0.8780614758986893,11.593382067505198
11,node_perturb,42,11,-1.2399218493470303,11.752460998394309
12,node_perturb,42,12,-1.577614507597118,11.920523079090149
13,node_perturb,42,13,-1.8706586288139508,12.114868074586774
14,node_perturb,42,14,-2.132219221928655,12.357269395094125
15,node_perturb,42,15,-2.4350510472628786,12.5285790057105
16,node_perturb,42,16,-2.711930028419362,12.717927545426791
17,node_perturb,42,17,-3.0402360158499775,12.819978825974182
18,node_perturb,42,18,-3.3146527540661817,12.964474581365907
19,node_perturb,42,19,-3.5639410023042273,13.142196186205933
20,node_perturb,42,20,-3.8255315746674805,13.28403727187898
21,node_perturb,42,21,-4.066890805588947,13.428543444617842
22,node_perturb,42,22,-4.33585720084796,13.544829576021453
23,node_perturb,42,23,-4.473132437968244,13.872383957127543
24,node_perturb,42,24,-4.642331644201148,14.134922301444155
25,node_perturb,42,25,-4.874225829907916,14.272411285225907
26,node_perturb,42,26,-5.080393154078969,14.43226528673623
27,node_perturb,42,27,-5.33931106033293,14.526808978543224
28,node_perturb,42,28,-5.5762959610084035,14.64186448421705
29,node_perturb,42,29,-5.786843515841408,14.808577310275318
30,node_perturb,42,30,-5.95967161393695,15.031345036662895
31,node_perturb,42,31,-6.031466393559704,15.447990600563653
32,node_perturb,42,32,-6.207777179781668,15.604182052494515
33,node_perturb,42,33,-6.32700609124344,15.893162339512141
34,node_perturb,42,34,-6.465638928709269,16.135274179321982
35,node_perturb,42,35,-6.656729487563598,16.341533837572076
36,node_perturb,42,36,-6.832278895872868,16.528320137827894
37,node_perturb,42,37,-6.999620905372715,16.720541195862076
38,node_perturb,42,38,-7.184563576937295,16.892773207107084
39,node_perturb,42,39,-7.355686034728067,17.094123380837267
40,node_perturb,42,40,-7.563639221856173,17.215551117441635
0,perturb,12345,0,3.513318517760016,11.691550691137625
1,perturb,12345,1,3.4818599847896996,14.001284232163957
2,perturb,12345,2,3.009839478305651,16.16022626498479
3,perturb,12345,3,1.958419460643374,18.646579123615133
4,perturb,12345,4,1.3878036138322731,20.07703120588963
5,perturb,12345,5,1.0195586020838812,21.137533243084665
6,perturb,12345,6,0.8025002785598857,21.812957420283166
7,perturb,12345,7,0.6868422804219928,22.229488387921343
8,perturb,12345,8,0.6298767296744654,22.54126008348355
9,perturb,12345,9,0.5490879658354993,22.853333629547002
10,perturb,12345,10,0.49648029018619405,23.06627222142548
11,perturb,12345,11,0.47397573486652717,23.24482733069493
12,perturb,12345,12,0.41715141812203216,23.382731612677826
13,perturb,12345,13,0.45918205799038875,23.530181305714322
14,perturb,12345,14,0.40177901969772334,23.62888479467863
15,perturb,12345,15,0.368393951611732,23.73795928351972
16,perturb,12345,16,0.30720314781240865,23.80578691127798
17,perturb,12345,17,0.2002307642866147,23.872137837475037
18,perturb,12345,18,0.1822769848390352,23.944175812998374
19,perturb,12345,19,0.2645194149389592,24.022772387374477
20,perturb,12345,20,0.2257812594781828,24.08560240061827
21,perturb,12345,21,0.13989384864990284,24.13794426479624
22,perturb,12345,22,0.15313294314597392,24.206087369206454
23,perturb,12345,23,0.09543929956279437,24.246974823215663
24,perturb,12345,24,0.04519869380447909,24.27565332070571
25,perturb,12345,25,-0.019104714027565018,24.307673982603408
26,perturb,12345,26,-0.07924610885406283,24.33593647530929
27,perturb,12345,27,-0.13282118835131237,24.370354768747568
28,perturb,12345,28,-0.18505534063343354,24.402657723115457
29,perturb,12345,29,-0.24801586815235493,24.428901508080983
30,perturb,12345,30,-0.282794783946915,24.463444346087073
31,perturb,12345,31,-0.22978111563130052,24.510281536583545
32,perturb,12345,32,-0.22248510127515383,24.547163918689765
33,perturb,12345,33,-0.14073404033149434,24.58424186384609
34,perturb,12345,34,-0.17643392526270502,24.622299060725126
35,perturb,12345,35,-0.27229304484816674,24.64263389990668
36,perturb,12345,36,-0.10445981918623844,24.68440561964844
37,perturb,12345,37,-0.2532798883464441,24.709102968834202
38,perturb,12345,38,-0.3028166440328249,24.72856061345531
39,perturb,12345,39,-0.3395568045676222,24.746783573575282
40,perturb,12345,40,-0.3804446006430817,24.757571796582283
0,node_perturb,9999,0,3.513318517759242,11.691550691139938
1,node_perturb,9999,1,2.729558847742804,10.67825405158667
2,node_perturb,9999,2,2.2814804223029976,10.77517786906774
3,node_perturb,9999,3,1.8659541402827244,10.868287970719013
4,node_perturb,9999,4,1.4667645977810577,10.964463932220676
5,node_perturb,9999,5,1.0638204137844929,11.073633063401516
6,node_perturb,9999,6,0.6923994155746025,11.222918232994274
7,node_perturb,9999,7,0.33207593885416375,11.332418541584607
8,node_perturb,9999,8,-0.04090186472466326,11.449577947641439
9,node_perturb,9999,9,-0.3786084878106096,11.626106614808364
10,node_perturb,9999,10,-0.7132801248689409,11.768529779395354
11,node_perturb,9999,11,-1.0723202329011021,11.892263965834958
12,node_perturb,9999,12,-1.4073210947798753,12.053532707704166
13,node_perturb,9999,13,-1.7473333603010093,12.208260930046013
14,node_perturb,9999,14,-2.1033510152274806,12.26625639605122
15,node_perturb,9999,15,-2.443428498248146,12.37869376533061
16,node_perturb,9999,16,-2.7979499771432716,12.450710862731482
17,node_perturb,9999,17,-3.141828655704566,12.51448376888395
18,node_perturb,9999,18,-3.4311456845658874,12.660147385513998
19,node_perturb,9999,19,-3.715185704328623,12.811367526586814
20,node_perturb,9999,20,-3.9734941493453655,12.981570317479294
21,node_perturb,9999,21,-4.2230371106463815,13.140750399381158
22,node_perturb,9999,22,-4.462440639866296,13.31331790126601
23,node_perturb,9999,23,-4.732495512022986,13.449773716569162
24,node_perturb,9999,24,-4.965367914519575,13.598640277208535
25,node_perturb,9999,25,-5.2031529821507485,13.738460607266745
26,node_perturb,9999,26,-5.425730574247152,13.918008918355826
27,node_perturb,9999,27,-5.621779219509908,14.11968967689272
28,node_perturb,9999,28,-5.842395752213337,14.265860769599367
29,node_perturb,9999,29,-6.065759216094972,14.467023420639636
30,node_perturb,9999,30,-6.259828291601318,14.624249178718308
31,node_perturb,9999,31,-6.453813085885117,14.760922719952035
32,node_perturb,9999,32,-6.644159288536064,14.951690777662659
33,node_perturb,9999,33,-6.8095968538163625,15.14445237073169
34,node_perturb,9999,34,-6.972465257282486,15.378252881405045
35,node_perturb,9999,35,-7.144327396998108,15.584483736443389
36,node_perturb,9999,36,-7.292024509702616,15.789482322813361
37,node_perturb,9999,37,-7.454945090090603,15.996660386611198
38,node_perturb,9999,38,-7.584283003692992,16.254579732320977
39,node_perturb,9999,39,-7.719470425223882,16.534445975913297
40,node_perturb,9999,40,-7.811769990444527,16.842678009882487
0,perturb,42,0,3.513318517759565,11.691550691140103
1,perturb,42,1,5.053620440634043,11.56736304763427
2,perturb,42,2,6.236205172300434,11.280584760752891
3,perturb,42,3,7.447406246486371,10.992284485937608
4,perturb,42,4,8.366829563598017,10.827998854862022
5,perturb,42,5,8.92909668328581,11.005540852298136
6,perturb,42,6,9.356125555049633,11.182656358961266
7,perturb,42,7,9.660339297562532,11.373938827662164
8,perturb,42,8,9.916440072953275,11.588628622956692
9,perturb,42,9,10.071052607337073,11.746719209604032
10,perturb,42,10,10.215136860978758,11.907016616607754
11,perturb,42,11,10.320484391800456,12.058274313119393
12,perturb,42,12,10.414549944621884,12.203747216619563
13,perturb,42,13,10.506539693598091,12.330075972615415
14,perturb,42,14,10.579281941298552,12.458782119031067
15,perturb,42,15,10.636214637932014,12.557008920697516
16,perturb,42,16,10.688375217965824,12.673575060748057
17,perturb,42,17,10.735042171411692,12.77067132006826
18,perturb,42,18,10.78049902158648,12.858199799155011
19,perturb,42,19,10.800977722004477,12.944329912067127
20,perturb,42,20,10.82447736715229,13.038581902685161
21,perturb,42,21,10.862681620560481,13.120538152832117
22,perturb,42,22,10.904429982776715,13.191510330378772
23,perturb,42,23,10.932193571712812,13.268177348069338
24,perturb,42,24,10.951790437251638,13.321156003548314
25,perturb,42,25,10.960614440512803,13.397246018353194
26,perturb,42,26,10.973934929345363,13.459764951045742
27,perturb,42,27,10.996317780541593,13.51788009798547
28,perturb,42,28,11.01987146627108,13.571875681782943
29,perturb,42,29,11.030117448632954,13.629769575797056
30,perturb,42,30,11.0460754475597,13.683745187087544
31,perturb,42,31,11.060714808525262,13.732582014343901
32,perturb,42,32,11.065087518306603,13.792683357994996
33,perturb,42,33,11.070070768948632,13.841949804168715
34,perturb,42,34,11.089843237092655,13.884635225327013
35,perturb,42,35,11.106842078963966,13.915675423556243
36,perturb,42,36,11.117846378585812,13.95782395168461
37,perturb,42,37,11.124248029563569,14.00558102588121
38,perturb,42,38,11.130598556215588,14.04581484556398
39,perturb,42,39,11.144489599243645,14.08749525108162
40,perturb,42,40,11.174790972353422,14.093967249137314
0,node_perturb,12345,0,3.5133185177591115,11.691550691139017
1,node_perturb,12345,1,2.7008738900397953,10.638234985804283
2,node_perturb,12345,2,2.2367819399109985,10.68422703795231
3,node_perturb,12345,3,1.828040574926149,10.81995347972907
4,node_perturb,12345,4,1.4267904649353826,10.950642226568394
5,node_perturb,12345,5,1.017606347373737,11.042660103866202
6,node_perturb,12345,6,0.61540738635404,11.142222936688658
7,node_perturb,12345,7,0.21362224341844488,11.230472981239402
8,node_perturb,12345,8,-0.15314140150511918,11.316602731209052
9,node_perturb,12345,9,-0.5285683066187269,11.405076105351997
10,node_perturb,12345,10,-0.8790235335695932,11.507744625014878
11,node_perturb,12345,11,-1.235374709965677,11.64091351966428
12,node_perturb,12345,12,-1.5746788865930024,11.803771878685229
13,node_perturb,12345,13,-1.9502447317822365,11.895475877112586
14,node_perturb,12345,14,-2.2466143561682315,12.09170360616772
15,node_perturb,12345,15,-2.516009188271721,12.294791622004496
16,node_perturb,12345,16,-2.7327005103573465,12.634371074683804
17,node_perturb,12345,17,-2.961856654167237,12.914615709527412
18,node_perturb,12345,18,-3.219369729253797,13.115599594628561
19,node_perturb,12345,19,-3.471294379803505,13.303857061428413
20,node_perturb,12345,20,-3.7554589586300953,13.377085250838824
21,node_perturb,12345,21,-3.9634468645101624,13.613933816473939
22,node_perturb,12345,22,-4.202925961950432,13.774587733989886
23,node_perturb,12345,23,-4.53415259862385,13.745977616998324
24,node_perturb,12345,24,-4.736362963486692,13.978461061846112
25,node_perturb,12345,25,-4.940226702470739,14.172357540877046
26,node_perturb,12345,26,-5.161909939683725,14.335401039288785
27,node_perturb,12345,27,-5.270030252494659,14.706155324972775
28,node_perturb,12345,28,-5.472231705290308,14.888700695397512
29,node_perturb,12345,29,-5.623186095953912,15.120408557084112
30,node_perturb,12345,30,-5.804426152636569,15.286855115654177
31,node_perturb,12345,31,-6.027902283190947,15.412326498879683
32,node_perturb,12345,32,-6.23779543993778,15.586120415790623
33,node_perturb,12345,33,-6.3989034680250905,15.82363681106688
34,node_perturb,12345,34,-6.537187135988562,16.054224686761774
35,node_perturb,12345,35,-6.728488944057797,16.185135754660507
36,node_perturb,12345,36,-6.90774502190882,16.358286065645594
37,node_perturb,12345,37,-7.046525443324445,16.576305682365263
38,node_perturb,12345,38,-7.195602416881639,16.788246460056403
39,node_perturb,12345,39,-7.354055641793025,16.980905328516016
40,node_perturb,12345,40,-7.43845497910507,17.26161245170193
0,hebb,12345,0,3.5133185177595365,11.691550691139927
1,hebb,12345,1,-15.930921297658731,-20.297495115848342
2,hebb,12345,2,-18.314156927984712,-23.487080602026918
3,hebb,12345,3,-19.90936225008759,-25.005043103608244
4,hebb,12345,4,-21.20868714399826,-25.951664014324283
5,hebb,12345,5,-22.37464061253224,-26.57132427382143
6,hebb,12345,6,-23.4357770136225,-27.028852322850145
7,hebb,12345,7,-24.40567570785733,-27.389709422556642
8,hebb,12345,8,-25.32930350653566,-27.66042034537554
9,hebb,12345,9,-26.195031259562512,-27.887021892633857
10,hebb,12345,10,-27.02820052804563,-28.073396846615257
11,hebb,12345,11,-27.78995563185558,-28.243755423342197
12,hebb,12345,12,-28.49630163465624,-28.41666572026737
13,hebb,12345,13,-29.197484557720866,-28.54717470460513
14,hebb,12345,14,-29.837326675356806,-28.686749812782875
15,hebb,12345,15,-30.465814943017634,-28.7954633414502
16,hebb,12345,16,-31.04402982356266,-28.921634399150438
17,hebb,12345,17,-31.626864665242145,-29.006263422429452
18,hebb,12345,18,-32.159839537230276,-29.128378938579825
19,hebb,12345,19,-32.66373192586236,-29.23221945387388
20,hebb,12345,20,-33.16651786815582,-29.306803820760212
21,hebb,12345,21,-33.624728693564066,-29.40440700872411
22,hebb,12345,22,-34.049508997329774,-29.514082256796144
23,hebb,12345,23,-34.47692478738386,-29.594596873842505
24,hebb,12345,24,-34.84874235954182,-29.71694592838295
25,hebb,12345,25,-35.23770926682052,-29.794578046159636
26,hebb,12345,26,-35.58455911948084,-29.900676419776804
27,hebb,12345,27,-35.93906442490547,-29.975773625396037
28,hebb,12345,28,-36.25207641506999,-30.08107118767984
29,hebb,12345,29,-36.576101334022376,-30.152383562042168
30,hebb,12345,30,-36.872476912221124,-30.239064930413612
31,hebb,12345,31,-37.16879910587465,-30.3078802832372
32,hebb,12345,32,-37.43808615931039,-30.39262370793191
33,hebb,12345,33,-37.69461582407793,-30.476742817378106
34,hebb,12345,34,-37.93867092339253,-30.560560428175204
35,hebb,12345,35,-38.15573576620086,-30.66317516416354
36,hebb,12345,36,-38.3616878553624,-30.765509729515056
37,hebb,12345,37,-38.605017732630614,-30.80653801822947
38,hebb,12345,38,-38.77532646619588,-30.926836373234902
39,hebb,12345,39,-38.98524046558185,-30.984505194646662
40,hebb,12345,40,-39.185446912598756,-31.043056774246107
0,kolepoll,9999,0,3.5133185177591377,11.691550691141911
1,kolepoll,9999,1,1.6089459211684911,9.281053633429215
2,kolepoll,9999,2,-0.03961970534302753,8.70322891177936
3,kolepoll,9999,3,-1.6904083262855485,8.179765429568242
4,kolepoll,9999,4,-3.174458858251004,7.725741804019945
5,kolepoll,9999,5,-4.48953459343423,7.3411901294876785
6,kolepoll,9999,6,-5.68725823333269,7.024494404956582
7,kolepoll,9999,7,-6.811155539896389,6.780133778517507
8,kolepoll,9999,8,-7.895421958495311,6.615223185647557
9,kolepoll,9999,9,-8.967953319485918,6.544708420487929
10,kolepoll,9999,10,-10.050418906249018,6.5942722281953925
11,kolepoll,9999,11,-11.168600274207629,6.802220848214589
12,kolepoll,9999,12,-12.379580715251242,7.223498740290639
13,kolepoll,9999,13,-13.656565476258438,7.7896156126302225
14,kolepoll,9999,14,-14.96889753471806,8.489744300073891
15,kolepoll,9999,15,-16.140962898504892,9.097862161855847
16,kolepoll,9999,16,-17.17515603360222,9.625529076816894
17,kolepoll,9999,17,-18.099680797962083,10.095703957555003
18,kolepoll,9999,18,-18.935277609773202,10.520769348276868
19,kolepoll,9999,19,-19.695839152982582,10.907664420355129
20,kolepoll,9999,20,-20.392879841909195,11.263148401781427
21,kolepoll,9999,21,-21.037496424280807,11.594910550615008
22,kolepoll,9999,22,-21.63963781223361,11.910286693127475
23,kolepoll,9999,23,-22.207530628185726,12.215792202602133
24,kolepoll,9999,24,-22.748000563219538,12.517478762226482
25,kolepoll,9999,25,-23.26686971523373,12.82044353578418
26,kolepoll,9999,26,-23.767291492837217,13.124786805031345
27,kolepoll,9999,27,-24.24621886224855,13.421703414746233
28,kolepoll,9999,28,-24.695362075068054,13.699123792765695
29,kolepoll,9999,29,-25.10872548501573,13.951095590869057
30,kolepoll,9999,30,-25.486393144342408,14.178870021323357
31,kolepoll,9999,31,-25.83165724325788,14.38624088527771
32,kolepoll,9999,32,-26.148352791395265,14.576838405071346
33,kolepoll,9999,33,-26.439957400096166,14.753554499402041
34,kolepoll,9999,34,-26.70943755785413,14.918613033347075
35,kolepoll,9999,35,-26.95929480388584,15.073732261346358
36,kolepoll,9999,36,-27.191646838348028,15.220261386755489
37,kolepoll,9999,37,-27.408300505922337,15.359285149702158
38,kolepoll,9999,38,-27.610813462441396,15.491693843702643
39,kolepoll,9999,39,-27.80053950829406,15.618261806014834
40,kolepoll,9999,40,-27.978683593128153,15.739733093655488
0,hebb,9999,0,3.513318517758853,11.69155069114035
1,hebb,9999,1,-15.934795451597086,-20.292749121091287
2,hebb,9999,2,-18.30172769275866,-23.501274935055246
3,hebb,9999,3,-19.898952417463647,-25.022503452306537
4,hebb,9999,4,-21.22518318786776,-25.94572689590298
5,hebb,9999,5,-22.363608875402214,-26.588607217823043
6,hebb,9999,6,-23.420668322466202,-27.044262163249858
7,hebb,9999,7,-24.40920263061246,-27.38503924900805
8,hebb,9999,8,-25.32044931873515,-27.676714264182973
9,hebb,9999,9,-26.19069871571454,-27.903451332027988
10,hebb,9999,10,-27.00764618375008,-28.100064671319906
11,hebb,9999,11,-27.76932974345289,-28.270996651641557
12,hebb,9999,12,-28.51463430274548,-28.40307243394661
13,hebb,9999,13,-29.185871070072555,-28.564735400722306
14,hebb,9999,14,-29.855810145565993,-28.671201141714263
15,hebb,9999,15,-30.474198325266883,-28.791776367441596
16,hebb,9999,16,-31.06334100742723,-28.904774213952976
17,hebb,9999,17,-31.604230398213247,-29.037331724648613
18,hebb,9999,18,-32.16855997851752,-29.12394081364325
19,hebb,9999,19,-32.6726114488478,-29.227517277737917
20,hebb,9999,20,-33.153520665948406,-29.327312140224986
21,hebb,9999,21,-33.61141883852394,-29.425562070180646
22,hebb,9999,22,-34.035894367332816,-29.535996094212862
23,hebb,9999,23,-34.45119616188349,-29.631123174094377
24,hebb,9999,24,-34.87116490942232,-29.695350182404532
25,hebb,9999,25,-35.22376625558117,-29.817496226475786
26,hebb,9999,26,-35.59499480941864,-29.89434525592569
27,hebb,9999,27,-35.92462709364127,-29.99967880886408
28,hebb,9999,28,-36.276986302718925,-30.05622820561097
29,hebb,9999,29,-36.58791297752708,-30.14427504382396
30,hebb,9999,30,-36.88370437110738,-30.23189476833579
31,hebb,9999,31,-37.13754962467859,-30.353394135023557
32,hebb,9999,32,-37.419912559260325,-30.42203911559303
33,hebb,9999,33,-37.66093078767773,-30.525705235473744
34,hebb,9999,34,-37.9196710793083,-30.591230100215665
35,hebb,9999,35,-38.13704558006999,-30.69349283402336
36,hebb,9999,36,-38.39075223345604,-30.73529942954855
